video_title,video_description,video_url,youtube_id,num_comments,noun_phrases,noun_phrases(desc),view_count
"Dr. Andy Galpin: How to Build Strength, Muscle Size & Endurance","My guest is Dr. Andy Galpin, Professor of Kinesiology at California State University, Fullerton, and one of the foremost experts in the world on the science and application of methods to increase strength, hypertrophy and endurance performance. We discuss fundamental principles of strength and hypertrophy training and building endurance, the mechanisms underlying them and we review specific protocols to optimize training and recovery. We also discuss hydration, sleep, nutrition, supplements, and mental tools that can be leveraged to accelerate adaptations leading to enhanced strength, muscle growth and/or endurance. Timestamp links will redirect to YouTube.",https://hubermanlab.com/dr-andy-galpin-how-to-build-strength-muscle-size-and-endurance/,IAnhFUUCq6c,1059,"['Strength', 'Muscle Size', 'Endurance', 'Build Strength', 'Muscle Size']","['My guest', 'Professor', 'Kinesiology', 'California State University', 'the foremost experts', 'the world', 'the science', 'application', 'methods', 'strength, hypertrophy and endurance performance', 'We', 'fundamental principles', 'strength and hypertrophy training and building endurance', 'the mechanisms', 'them', 'we', 'specific protocols', 'training', 'recovery', 'We', 'hydration', 'sleep', 'nutrition', 'supplements', 'mental tools', 'that', 'adaptations', 'enhanced strength', 'muscle growth', 'endurance', 'Timestamp links', 'YouTube', 'California State University', 'foremost experts', 'increase strength', 'endurance performance', 'hypertrophy training', 'building endurance', 'optimize training', 'discuss hydration', 'accelerate adaptations', 'muscle growth', 'Timestamp links']","3,884,431"
Controlling Sugar Cravings & Metabolism with Science-Based Tools,"I explain how to blunt sugar cravings through fundamental knowledge of how sugar is sensed, metabolized, and utilized within the body. I explain how sugar is processed through the digestive tract and nervous system and how both the taste and nutritive components of sugar can lead to specific appetite changes and cravings. I discuss the connection between sugar, dopamine, and cravings and outline many tools to curb sugar cravings, specifically craving highly processed refined sugars.",https://hubermanlab.com/controlling-sugar-cravings-and-metabolism-with-science-based-tools/,VAEzZeaV5zM,986,"['Metabolism', 'Science-Based Tools', 'Controlling Sugar Cravings']","['I', 'sugar cravings', 'fundamental knowledge', 'sugar', 'the body', 'I', 'sugar', 'the digestive tract', 'nervous system', 'both the taste', 'nutritive components', 'sugar', 'specific appetite changes', 'cravings', 'I', 'the connection', 'sugar', 'dopamine', 'cravings', 'many tools', 'sugar cravings', 'highly processed refined sugars', 'blunt sugar cravings', 'curb sugar cravings', 'processed refined sugars']","1,136,273"
Using Salt to Optimize Mental & Physical Performance,"I discuss the role of salt (sodium) in the nervous system and the key role that it plays in mental performance, physical performance and health. I explain how the brain senses salt levels in our body and how that relates to our feelings of thirst. I cover the physiology of the renal system and the hormones that control sodium and water balance in our body. I also explore how salt interacts with stress and our immune systems and its crucial role in neuron function. Additionally, I examine research findings suggesting that some individuals might benefit from increased intake of sodium and other electrolytes (magnesium and potassium) to enhance mental performance, lessen anxiety, and offset dizziness. Yet, other people may need less sodium. I discuss how you can determine your optimal sodium intake and why sodium intake levels need to be uniquely tailored to an individual’s lifestyle. Finally, I explain how salt creates ‘hidden’ sugars in many processed foods and the problems that can create. Throughout the episode, I explain peer-reviewed findings outlining salt’s essential role in overall health and describe general recommendations and tools anyone can use to find their optimal salt balance and thereby enhance their brain and body’s performance.",https://hubermanlab.com/using-salt-to-optimize-mental-and-physical-performance/,azb3Ih68awQ,1021,"['Optimize Mental & Physical Performance', 'Optimize Mental']","['I', 'the role', 'salt', 'sodium', 'the nervous system', 'the key role', 'that', 'it', 'mental performance', 'physical performance', 'health', 'I', 'the brain', 'salt levels', 'our body', 'that', 'our feelings', 'thirst', 'I', 'the physiology', 'the renal system', 'the hormones', 'that', 'sodium and water balance', 'our body', 'I', 'salt', 'stress', 'our immune systems', 'its crucial role', 'neuron function', 'I', 'research findings', 'some individuals', 'increased intake', 'sodium', 'other electrolytes', 'magnesium', 'potassium', 'mental performance', 'lessen anxiety', 'dizziness', 'other people', 'less sodium', 'I', 'you', 'your optimal sodium intake', 'sodium intake levels', 'an individual’s lifestyle', 'I', 'salt', '‘hidden’ sugars', 'many processed foods', 'the problems', 'that', 'the episode', 'I', 'peer-reviewed findings', 'salt’s essential role', 'overall health', 'general recommendations', 'tools', 'anyone', 'their optimal salt balance', 'their brain', 'body', 'performance', 'control sodium', 'water balance', 'examine research findings', 'offset dizziness', 'sodium intake', 'intake levels', '’ s lifestyle', '’ sugars', 'processed foods', 'findings outlining salt ’', 'tools anyone', 'salt balance']","1,546,215"
"Dr. Justin Sonnenburg: How to Build, Maintain & Repair Gut Health","My guest this episode is Dr. Justin Sonnenburg, Professor of Microbiology & Immunology at Stanford University. Dr. Sonnenburg’s research focuses on how microbes in our gut impact our mental and physical health and how diet and your environment shape your gut microbiome. We discuss the architecture of the gut microbiome and microbiota variability in different regions of the gastrointestinal (GI) tract and how these can change in response to diet, environment or genetics. We explore the early establishment of your microbiome and how your mode of delivery into the world (C-section or not) shapes your gut. We also discuss lifestyle factors that can alter your microbiome and the integral role the gut microbiome plays in communicating to other organs, including your brain. Dr. Sonnenburg details his recent clinical study, which found that diets rich in fermented foods (but not fiber) increase microbiota diversity and reduce signals of inflammation. Additionally, we examine how foods typical in Western Diets (e.g., high fat, low fiber, processed foods) can negatively impact the gut microbiome. Throughout the episode, we discuss actionable tools from peer-reviewed clinical findings that anyone can implement, regardless of budget, in order to optimize their gut microbiome and health.",https://hubermanlab.com/dr-justin-sonnenburg-how-to-build-maintain-and-repair-gut-health/,ouCWNRvPk20,1011,['Maintain & Repair Gut Health'],"['My guest', 'this episode', 'Professor', 'Microbiology', 'Immunology', 'Stanford University', 'microbes', 'our gut', 'our mental and physical health', 'how diet', 'your environment', 'your gut microbiome', 'We', 'the architecture', 'the gut microbiome', 'microbiota variability', 'different regions', 'the gastrointestinal (GI) tract', 'these', 'response', 'diet', 'environment', 'genetics', 'We', 'the early establishment', 'your microbiome', 'your mode', 'delivery', 'the world', '(C-section', 'your gut', 'We', 'lifestyle factors', 'that', 'your microbiome', 'the integral role', 'the gut microbiome', 'other organs', 'your brain', 'his recent clinical study', 'which', 'fermented foods', 'not fiber', 'microbiota diversity', 'signals', 'inflammation', 'we', 'foods', 'Western Diets', 'high fat, low fiber', 'processed foods', 'the gut microbiome', 'the episode', 'we', 'actionable tools', 'peer-reviewed clinical findings', 'anyone', 'budget', 'order', 'their gut microbiome', 'health', 'Stanford University', 'gut microbiome', 'gut microbiome microbiome plays', 'fermented foods', 'increase microbiota diversity', 'reduce signals', 'processed foods', 'gut microbiome gut microbiome']","1,473,668"
How to Enhance Your Gut Microbiome for Brain & Overall Health,"In this episode, I discuss the profound effect the gut has on the nervous system. I cover the structure and function of the gut-brain axis and the role of the gut microbiome in the brain and overall health. I describe how the gut controls hunger or satiety by affecting neurons in our brain. I also contrast the many pathways by which the gut influences the brain: direct vs. indirect pathways, chemical vs. mechanical, and fast vs. slow signaling. Additionally, I discuss what defines a healthy microbiome and how your lifestyle impacts the gut microbiome, including the effects of stress, fasting, antibiotics, pets, environment, prebiotics and probiotics. I address how different foods shape the gut microbiome, in particular, the emerging data that fermented foods can increase the diversity of healthy gut microbiota. Throughout the episode, I explain peer-reviewed and textbook findings that reveal the critical role of the gut microbiome in supporting mental and physical health and I outline simple tools that anyone can use in order to enhance their gut microbiome health.",https://hubermanlab.com/how-to-enhance-your-gut-microbiome-for-brain-and-overall-health/,15R2pMqU2ok,868,"['Your Gut Microbiome', 'Brain', 'Overall Health', 'Gut Microbiome']","['this episode', 'I', 'the profound effect', 'the gut', 'the nervous system', 'I', 'the structure', 'function', 'the gut-brain axis', 'the role', 'the gut microbiome', 'the brain', 'overall health', 'I', 'the gut', 'hunger', 'satiety', 'neurons', 'our brain', 'I', 'the many pathways', 'which', 'the gut', 'the brain', 'indirect pathways', 'chemical', 'slow signaling', 'I', 'what', 'a healthy microbiome', 'your lifestyle', 'the gut microbiome', 'the effects', 'stress', 'fasting', 'antibiotics', 'pets', 'environment', 'prebiotics', 'probiotics', 'I', 'how different foods', 'the gut microbiome', 'the emerging data', 'that', 'the diversity', 'healthy gut microbiota', 'the episode', 'I', 'peer-reviewed and textbook findings', 'that', 'the critical role', 'the gut microbiome', 'mental and physical health', 'I', 'simple tools', 'that', 'anyone', 'order', 'their gut microbiome health', 'profound effect', 'gut microbiome', 'affecting neurons', 'gut microbiome gut microbiome', 'emerging data', 'fermented foods', 'gut microbiota', 'gut microbiome microbiome health']","709,183"
Dr. David Spiegel: Using Hypnosis to Enhance Mental & Physical Health & Performance,"My guest is Dr. David Spiegel MD, Associate Chair of Psychiatry & Behavioral Sciences, Director of the Center on Stress and Health and Director of the Center for Integrative Medicine at Stanford University School of Medicine. Dr. Spiegel has more than 40 years of clinical and research experience with hypnosis, stress physiology, and psychotherapy. In this episode, we examine the role of clinical hypnosis for the treatment of trauma, chronic pain, anxiety and more. Dr. Spiegel explains how to determine your level of ‘hypnotizability’ and provides case studies of incredible successes with hypnosis to treat a variety of ailments. We also discuss how breathing, vision and directed mental focus can modulate internal states and enhance performance. Additionally, we discuss how the adoption of self-hypnosis techniques can reduce stress and enhance sleep in anyone. Dr. Spiegel teaches us how hypnosis works at the neural circuit level to enhance cognitive flexibility. Throughout the episode, Dr. Spiegel summarizes key clinical trials and peer-reviewed findings and resources to work with a trained clinical professional or to do guided self-hypnosis.",https://hubermanlab.com/dr-david-spiegel-using-hypnosis-to-enhance-mental-and-physical-health-and-performance/,PctD-ki8dCc,555,"['Hypnosis', 'Mental', 'Physical Health', 'Performance', 'Enhance Mental', 'Physical Health']","['My guest', 'Associate Chair', 'Psychiatry', 'Behavioral Sciences', 'Director', 'the Center', 'Stress', 'Health', 'Director', 'the Center', 'Integrative Medicine', 'Stanford University School', 'Medicine', 'more than 40 years', 'clinical and research experience', 'hypnosis', 'stress physiology', 'psychotherapy', 'this episode', 'we', 'the role', 'clinical hypnosis', 'the treatment', 'trauma', 'chronic pain', 'anxiety', 'your level', '‘hypnotizability', 'case studies', 'incredible successes', 'hypnosis', 'a variety', 'ailments', 'We', 'how breathing', 'vision', 'directed mental focus', 'internal states', 'performance', 'we', 'the adoption', 'self-hypnosis techniques', 'stress', 'sleep', 'anyone', 'us', 'hypnosis', 'the neural circuit level', 'cognitive flexibility', 'the episode', 'key clinical trials', 'peer-reviewed findings', 'resources', 'a trained clinical professional', 'self-hypnosis', 'Associate Chair', 'Integrative Medicine', 'Stanford University School', 'research experience', 'stress physiology', 'provides case studies', 'enhance performance', 'self-hypnosis techniques', 'reduce stress', 'enhance sleep']","330,600"
"The Science of Love, Desire and Attachment","In this episode, I discuss the psychology and biology of desire, love and attachment. I explain how childhood attachment types are thought to inform adult attachment styles to romantic partners, and I describe some of the major theories of human mate selection, relationships and infidelity. Additionally, I explore the neurobiology and proposed subconscious processing underlying desire, love and attachment, including the roles of empathy and “positive delusion”. I outline how self-awareness can shift one’s relationship attachment style towards securely bonded partnerships.  Finally, I describe specific tools and supplements that have been researched to increase libido and sex drive. Throughout the episode, I explain the science and key mechanisms underlying romantic love and outline tools for those seeking to find a strong, healthy relationship, or for those wanting to strengthen an existing relationship. For additional links and resources on Maca, Tongkat Ali and Tribulus, also see links in “Human Effect Matrix” at examine.com.",https://hubermanlab.com/the-science-of-love-desire-and-attachment/,gMRph_BvHB4,986,"['The Science', 'Love', 'Desire', 'Attachment']","['this episode', 'I', 'the psychology', 'biology', 'love', 'attachment', 'I', 'childhood attachment types', 'adult attachment styles', 'romantic partners', 'I', 'some', 'the major theories', 'human mate selection', 'relationships', 'infidelity', 'I', 'the neurobiology', 'subconscious processing underlying desire', 'love', 'attachment', 'the roles', 'empathy', '“positive delusion', 'I', 'self-awareness', 'one’s relationship attachment style', 'securely bonded partnerships', 'I', 'specific tools', 'supplements', 'that', 'libido', 'sex drive', 'the episode', 'I', 'the science', 'key mechanisms', 'romantic love', 'outline tools', 'those', 'a strong, healthy relationship', 'those', 'an existing relationship', 'additional links', 'resources', 'Tribulus', 'links', 'Human Effect Matrix', 'attachment types', 'inform adult attachment styles', 'mate selection', 'delusion ”', '’ s relationship', 'style towards', 'bonded partnerships', 'increase libido', 'sex drive', 'outline tools', 'existing relationship', 'see links', '“ Human Effect Matrix ”']","1,608,507"
Using Play to Rewire & Improve Your Brain,"In this episode, I discuss the transformative nature of play—how it changes our feelings, thoughts and actions and indeed, how it can rewire our brain to function better in all contexts. I explain the role of play in childhood, as well as adulthood in skill and social development and describe key characteristics of the mind and body during play. Additionally, I explore how play allows the brain to test contingencies in different roles/environments. Throughout, I discuss the underlying neurobiology of play. I also describe how low-stakes play, and tinkering can broaden and shape your future capabilities. Finally, I discuss how our childhood ‘personal play identity’ informs our adult personality. Throughout the episode, I use the science of play to outline recommendations for using play as a means to enhance neuroplasticity and explore novel situations, regardless of age.",https://hubermanlab.com/using-play-to-rewire-and-improve-your-brain/,BwyZIWeBpRw,763,"['Play', 'Your Brain', 'Using Play']","['this episode', 'I', 'the transformative nature', 'play', 'it', 'our feelings', 'thoughts', 'actions', 'it', 'our brain', 'all contexts', 'I', 'the role', 'play', 'childhood', 'adulthood', 'skill', 'social development', 'key characteristics', 'the mind', 'body', 'play', 'I', 'play', 'the brain', 'contingencies', 'different roles', 'environments', 'I', 'the underlying neurobiology', 'play', 'I', 'how low-stakes play', 'tinkering', 'your future capabilities', 'I', 'our childhood ‘personal play identity', 'our adult personality', 'the episode', 'I', 'the science', 'play', 'recommendations', 'play', 'a means', 'neuroplasticity', 'novel situations', 'age', 'test contingencies', 'underlying neurobiology', 'future capabilities', 'childhood ‘', 'play identity ’', 'adult personality', 'outline recommendations', 'using play', 'enhance neuroplasticity']","327,760"
"Optimizing Workspace for Productivity, Focus, & Creativity","In this episode, I discuss ways to set up your workspace to optimize productivity, focus and creativity. I discuss how to adjust light, physically arrange your work environment, and leverage body posture to enhance productivity. Additionally, I explore how to shift your work environment for particular types of tasks. Moreover, I review the role of body movement in the workspace. I also discuss sound-based tools that can either enhance or diminish cognitive functioning (the ability to focus on deep work). I describe a particular frequency of binaural beats that studies show can be used to enhance memory and recall. This episode covers quality peer-reviewed findings practical tools anyone can use, regardless of budget, in order to optimize their workspace to achieve heightened levels of productivity, increased alertness and focus, and creativity.",https://hubermanlab.com/optimizing-workspace-for-productivity-focus-and-creativity/,Ze2pc6NwsHQ,739,"['Workspace', 'Productivity', 'Focus', 'Creativity', 'Optimizing Workspace']","['this episode', 'I', 'ways', 'your workspace', 'productivity', 'I', 'your work environment', 'leverage body posture', 'productivity', 'I', 'your work environment', 'particular types', 'tasks', 'I', 'the role', 'body movement', 'the workspace', 'I', 'sound-based tools', 'that', 'cognitive functioning', '(the ability', 'deep work', 'I', 'a particular frequency', 'binaural beats', 'that', 'studies', 'memory', 'recall', 'This episode', 'quality peer-reviewed findings practical tools', 'anyone', 'budget', 'order', 'their workspace', 'heightened levels', 'productivity', 'alertness', 'creativity', 'discuss ways', 'optimize productivity', 'adjust light', 'work environment', 'leverage body posture', 'enhance productivity', 'work environment body movement', 'either enhance', 'enhance memory', 'tools anyone', 'achieve heightened levels', 'increased alertness']","492,006"
Dr. Alia Crum: Science of Mindsets for Health & Performance,"In this episode, Dr. Andrew Huberman is joined by Dr. Alia Crum, Associate (tenured) Professor of Psychology at Stanford University and Director of the Stanford Mind & Body Lab. Dr. Crum is a world expert on mindsets and beliefs and how they shape our responses to stress, exercise, and even to the foods we eat. Dr. Huberman and Dr. Crum discuss how our mindset about the nutritional content of food changes whether it is satisfying to us at a physiological (hormonal and metabolic) level. She also explains how mindsets about exercise can dramatically alter the effects of exercise on weight loss, blood pressure, and other health metrics. Dr. Crum teaches us how to think about stress in ways that allow stress to grow us and bring out our best rather than diminish our health and performance. Throughout the episode, Dr. Crum provides descriptions of high-quality peer-reviewed scientific findings that we can all leverage toward better health and performance in our lives.",https://hubermanlab.com/dr-alia-crum-science-of-mindsets-for-health-performance/,dFR_wFN23ZY,870,"['Science', 'Mindsets', 'Health', 'Performance']","['this episode', 'Associate', 'Professor', 'Psychology', 'Stanford University', 'Director', 'the Stanford Mind', 'Body Lab', 'a world expert', 'mindsets', 'beliefs', 'they', 'our responses', 'stress', 'exercise', 'the foods', 'we', 'our mindset', 'the nutritional content', 'food changes', 'it', 'us', 'a physiological (hormonal and metabolic) level', 'She', 'mindsets', 'exercise', 'the effects', 'exercise', 'weight loss', 'blood pressure', 'other health metrics', 'us', 'stress', 'ways', 'that', 'stress', 'us', 'our health', 'performance', 'the episode', 'descriptions', 'high-quality peer-reviewed scientific findings', 'we', 'better health', 'performance', 'our lives', 'Stanford University', 'Body Lab', 'world expert', 'weight loss', 'blood pressure', 'health metrics']","601,441"
The Science of Setting & Achieving Goals,"In this episode, Dr. Huberman discusses the science of setting, assessing, and pursuing goals. He explains the neural (brain) circuits that underlie goal setting and pursuit. Then he describes nine science-supported tools anyone can apply toward their goals. Dr. Huberman explains when and how to use goal visualization, when to use multitasking and how to use specific rewards to improve the likelihood of reaching your goals. He also explains why envisioning failures and their consequences are effective and how to set goals of the appropriate level of challenge. Dr. Huberman also explains how the molecule dopamine is used to gauge our progress toward milestones and long-term overarching goals and how to leverage dopamine for goal pursuit. Finally, he explains a unique tool called ‘space-time bridging’ that can be used to support all aspects of goal setting, assessment, and pursuit. This episode ought to be useful for anyone seeking to improve their performance in work, school, exercise, athletics, or personal development.",https://hubermanlab.com/the-science-of-setting-and-achieving-goals/,t1F7EEGPQwo,1050,"['The Science', 'Setting', 'Achieving Goals']","['this episode', 'the science', 'goals', 'He', 'the neural (brain) circuits', 'that', 'goal setting', 'pursuit', 'he', 'nine science-supported tools', 'anyone', 'their goals', 'goal visualization', 'specific rewards', 'the likelihood', 'your goals', 'He', 'failures', 'their consequences', 'goals', 'the appropriate level', 'challenge', 'the molecule dopamine', 'our progress', 'milestones', 'long-term overarching goals', 'dopamine', 'goal pursuit', 'he', 'a unique tool', '‘space-time bridging', 'that', 'all aspects', 'goal setting', 'assessment', 'pursuit', 'This episode', 'anyone', 'their performance', 'work', 'school', 'exercise', 'athletics', 'personal development', 'pursuing goals', 'goal setting', 'tools anyone', 'use multitasking', 'envisioning failures', 'set goals', 'overarching goals', 'leverage dopamine', 'goal pursuit', 'bridging ’']","1,353,560"
Dr. Jack Feldman: Breathing for Mental & Physical Health & Performance,"In this episode, Dr. Huberman is joined by Dr. Jack Feldman, Distinguished Professor of Neurobiology at the University of California, Los Angeles, and a pioneering world expert in the science of respiration (breathing). They discuss how and why humans breathe the way we do, the function of the diaphragm and how it serves to increase oxygenation of the brain and body. They also discuss how breathing influences mental state, fear, memory, reaction time, and more. And Dr. Huberman and Dr. Feldman discuss specific breathing protocols such as box-breathing, cyclic hyperventilation (similar to Wim Hof breathing), nasal versus mouth breathing, unilateral breathing, and how these each affect the brain and body. They discuss physiological sighs, peptides expressed by specific neurons controlling breathing, and magnesium compounds that can improve cognitive ability and how they work. This conversation serves as a sort of “masterclass” on the science of breathing and breathing-related tools for health and performance.",https://hubermanlab.com/dr-jack-feldman-breathing-for-mental-physical-health-and-performance/,GLgKkG44MGo,796,"['Breathing', 'Mental', 'Physical', 'Health', 'Performance', 'Physical Health']","['this episode', 'Distinguished Professor', 'Neurobiology', 'the University', 'California', 'Los Angeles', 'a pioneering world expert', 'the science', 'respiration', '(breathing', 'They', 'humans', 'the way', 'we', 'the function', 'the diaphragm', 'it', 'oxygenation', 'the brain', 'body', 'They', 'how breathing influences', 'mental state', 'fear', 'memory', 'reaction time', 'specific breathing protocols', 'box-breathing', 'cyclic hyperventilation', 'mouth breathing', 'unilateral breathing', 'these each', 'the brain', 'body', 'They', 'physiological sighs', 'peptides', 'specific neurons', 'breathing', 'magnesium compounds', 'that', 'cognitive ability', 'they', 'This conversation', 'a sort', '“masterclass', 'the science', 'breathing and breathing-related tools', 'health', 'performance', 'Distinguished Professor', 'Los Angeles', 'world expert', 'increase oxygenation', 'reaction time', 'breathing protocols', 'mouth breathing', 'neurons controlling breathing', 'magnesium compounds', 'masterclass ”']","680,112"
The Science of Making & Breaking Habits,"In this episode, Dr. Huberman reviews the science of habit formation and habit elimination and how the process of neuroplasticity (brain rewiring) underlies these processes. He describes two new systems for habit formation. The first system is grounded in the neuroscience of brain states and our ability to perform (and to avoid) certain tasks at different phases of the 24-hour day. The second system focuses on 21-day habit formation and consolidation. He also discusses “task bracketing” as an approach to enhancing habit formation and eliminating unwanted habits and the neural circuits that underlie task bracketing in the basal ganglia (a brain region for generating and stopping behaviors). Dr. Huberman also reviews the science of dopamine rewards and how to apply that knowledge to shaping habits. The science and tools in this episode ought to be helpful for anyone looking to build better habits and eliminate unwanted habits for school, work, fitness, relationships, creative endeavors, and more—indeed for any person or situation where behavioral changes are needed.",https://hubermanlab.com/the-science-of-making-and-breaking-habits/,Wcs2PFz5q6g,1037,"['The Science', 'Making', 'Breaking Habits']","['this episode', 'the science', 'habit formation', 'habit elimination', 'the process', 'neuroplasticity', 'brain rewiring', 'these processes', 'He', 'two new systems', 'habit formation', 'The first system', 'the neuroscience', 'brain states', 'our ability', 'certain tasks', 'different phases', 'the 24-hour day', 'The second system', '21-day habit formation', 'consolidation', 'He', 'task bracketing', 'an approach', 'habit formation', 'unwanted habits', 'the neural circuits', 'that', 'the basal ganglia', 'a brain region', 'behaviors', 'the science', 'dopamine rewards', 'that knowledge', 'habits', 'The science', 'tools', 'this episode', 'anyone', 'better habits', 'unwanted habits', 'school', 'work', 'fitness', 'relationships', 'creative endeavors', 'any person', 'situation', 'behavioral changes', 'habit formation', 'habit elimination', 'brain rewiring', 'habit formation brain states', 'habit formation task bracketing ”', 'enhancing habit formation', 'underlie task bracketing', 'basal ganglia', 'brain region', 'stopping behaviors', 'shaping habits']","3,751,484"
Dr. David Sinclair: The Biology of Slowing & Reversing Aging,"In this episode, Dr. Huberman is joined by Dr. David Sinclair, tenured Professor of Genetics at Harvard Medical School and an expert researcher in the field of longevity. Dr. Sinclair is also the author of the book Lifespan: Why We Age & Why We Don’t Have To, and the host of the Lifespan Podcast, which launches January 5, 2022. In this interview, Dr. Huberman and Dr. Sinclair discuss the cellular and molecular mechanisms of aging and what we all can do to slow or reverse the aging process. They discuss fasting and supplementation with resveratrol, NAD, metformin, and NMN. They also discuss the use of caffeine, exercise, cold exposure, and why excessive iron load is bad for us. Dr. Huberman and Dr. Sinclair discuss food choices for offsetting aging and promoting autophagy (clearance of dead cells). And they discuss the key blood markers everyone should monitor to determine their biological versus chronological age. They also discuss the future of longevity research and technology. This episode includes lots of basic science and specific, actionable protocols, right down to the details of what to do and when. By the end, you will have in-depth knowledge of the biology of aging and how to offset it.",https://hubermanlab.com/dr-david-sinclair-the-biology-of-slowing-and-reversing-aging/,n9IxomBusuw,1114,"['The Biology', 'Slowing']","['this episode', 'Professor', 'Genetics', 'Harvard Medical School', 'an expert researcher', 'the field', 'longevity', 'the author', 'the book', 'Lifespan', ': Why We Age', 'We', 'the host', 'the Lifespan Podcast', 'which', 'this interview', 'the cellular and molecular mechanisms', 'aging', 'what', 'we', 'all', 'the aging process', 'They', 'resveratrol', 'NAD', 'metformin', 'NMN', 'They', 'the use', 'caffeine', 'exercise', 'cold exposure', 'excessive iron load', 'us', 'food choices', 'aging', 'autophagy', '(clearance', 'dead cells', 'they', 'the key blood markers', 'everyone', 'chronological age', 'They', 'the future', 'longevity research', 'technology', 'This episode', 'lots', 'basic science', 'specific, actionable protocols', 'the details', 'what', 'the end', 'you', 'depth', 'the biology', 'aging', 'it', 'tenured Professor', 'Harvard Medical School', 'expert researcher', 'book Lifespan', 'Lifespan Podcast', 'launches January', 'aging process', 'iron load', 'promoting autophagy', 'blood markers everyone', 'longevity research', 'episode includes lots']","2,743,255"
"Science of Social Bonding in Family, Friendship & Romantic Love","In this episode, Dr. Huberman discusses the science of social bonding- the process by which we form attachments. He explains the neural and hormonal basis for “social homeostasis” (our drive for a given amount of socializing), which reveals why we get lonely, why we seek out connection with others and how power dynamics (hierarchies) shape those connections. Dr. Huberman also discusses the neurochemical basis of introversion and extroversion, of trust and how shared experiences that promote similar physiological states in two or more individuals lead to more rapid bonding. He also discusses how food and oxytocin play key roles in social bonding. This episode covers quality peer-reviewed science and practical tools for anyone seeking to find, build or end relationships.",https://hubermanlab.com/science-of-social-bonding-in-family-friendship-and-romantic-love/,RgAcOqVRfYA,817,"['Science', 'Social Bonding', 'Family', 'Friendship', 'Romantic Love', 'Social Bonding']","['this episode', 'the science', 'social bonding-', 'the process', 'which', 'we', 'attachments', 'He', 'the neural and hormonal basis', '“social homeostasis', 'a given amount', 'socializing', 'which', 'we', 'we', 'connection', 'others', 'power dynamics', 'hierarchies', 'those connections', 'the neurochemical basis', 'introversion', 'extroversion', 'trust', 'how shared experiences', 'that', 'similar physiological states', 'two or more individuals', 'more rapid bonding', 'He', 'food', 'oxytocin', 'key roles', 'social bonding', 'This episode', 'quality peer-reviewed science', 'practical tools', 'anyone', 'relationships', 'form attachments', 'homeostasis ”', 'given amount', 'power dynamics', 'end relationships']","473,331"
Dr. David Berson: Your Brain’s Logic & Function,"In this episode, Dr. Huberman is joined by Dr. David Berson, Professor and Chairman of Neuroscience at Brown University. Dr. Berson discovered the neurons in your eye that set your biological rhythms for sleep, wakefulness, mood and appetite. He is also a world-renowned teacher of basic and advanced neuroscience, having taught thousands of university lectures on this topic. Many of his students have become world-leading neuroscientists and teachers themselves. Here Dr. Berson takes us on a structured journey into and around the nervous system, explaining: how we perceive the world and our internal landscape, how we balance, see, and remember. Also, how we learn and perform reflexive and deliberate actions, how we visualize and imagine in our mind, and how the various circuits of the brain coordinate all these incredible feats. Dr. Huberman and Dr. Berson discuss practical and real-life examples of neural circuit function across the lifespan. Dr. Berson gives us a masterclass in the nervous system—one that, in just less than two hours, will teach you an entire course’s worth about the brain and how yours works.",https://hubermanlab.com/dr-david-berson-your-brains-logic-and-function/,oC3fhUjg30E,407,"['Your Brain’s Logic', 'Function', 'Brain ’ s Logic']","['this episode', 'Professor', 'Chairman', 'Neuroscience', 'Brown University', 'the neurons', 'your eye', 'that', 'your biological rhythms', 'sleep', 'mood', 'appetite', 'He', 'a world-renowned teacher', 'basic and advanced neuroscience', 'thousands', 'university lectures', 'this topic', 'his students', 'world-leading neuroscientists', 'teachers', 'themselves', 'us', 'a structured journey', 'the nervous system', 'we', 'the world', 'our internal landscape', 'we', 'we', 'reflexive and deliberate actions', 'we', 'our mind', 'how the various circuits', 'the brain coordinate', 'all these incredible feats', 'practical and real-life examples', 'neural circuit function', 'the lifespan', 'us', 'a masterclass', 'the nervous system', 'one', 'that', 'just less than two hours', 'you', 'an entire course', 'the brain', 'yours', 'Brown University', 'university lectures', 'circuit function']","215,967"
